trialsType,trialsNum,trialNum,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,trials4.thisRepN,trials4.thisTrialN,trials4.thisN,trials4.thisIndex,instr1.started,instr1.stopped,fix.started,fix.stopped,trial1Mouse.x,trial1Mouse.y,trial1Mouse.leftButton,trial1Mouse.midButton,trial1Mouse.rightButton,trial1Mouse.time,trial1Mouse.started,trial1Mouse.stopped,step,targetangle_deg,trial1Target.started,trial1Target.stopped,trial1Home.started,trial1Home.stopped,trial1Cursor.started,trial1Cursor.stopped,trial1Num.started,trial1Num.stopped,trial2Mouse.x,trial2Mouse.y,trial2Mouse.leftButton,trial2Mouse.midButton,trial2Mouse.rightButton,trial2Mouse.time,trial2Mouse.started,trial2Mouse.stopped,trial2Target.started,trial2Target.stopped,trial2Home.started,trial2Home.stopped,trial2Cursor.started,trial2Cursor.stopped,trial2Num.started,trial2Num.stopped,trial3Mouse.x,trial3Mouse.y,trial3Mouse.leftButton,trial3Mouse.midButton,trial3Mouse.rightButton,trial3Mouse.time,trial3Mouse.started,trial3Mouse.stopped,trial3Target.started,trial3Target.stopped,trial3Home.started,trial3Home.stopped,trial3Cursor.started,trial3Cursor.stopped,trial3Num.started,trial3Num.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,2,64,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004301199922338128, 0.016136899823322892, 0.04267179989255965, 0.05964310001581907, 0.07638159999623895, 0.09307429986074567, 0.10978489997796714, 0.12637539999559522, 0.1430327999405563, 0.1597272998187691]",32.44874479994178,None,32.44874479994178,None,32.44874479994178,None,32.44874479994178,None,32.44874479994178,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,65,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005602800054475665, 0.017067600041627884, 0.04195689992047846, 0.05938860005699098, 0.07600679993629456, 0.09271789994090796, 0.10940960003063083, 0.12611770001240075, 0.14263039990328252, 0.15977380005642772]",32.61659589991905,None,32.61659589991905,None,32.61659589991905,None,32.61659589991905,None,32.61659589991905,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,66,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004952300107106566, 0.016199399949982762, 0.04101209994405508, 0.05846460000611842, 0.07512579998001456, 0.09179520001634955, 0.10843429993838072, 0.12508530006743968, 0.14178259996697307, 0.15897789993323386]",32.78336980007589,None,32.78336980007589,None,32.78336980007589,None,32.78336980007589,None,32.78336980007589,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,67,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005116799846291542, 0.015702799893915653, 0.04110379982739687, 0.05900849984027445, 0.07525509991683066, 0.09192709997296333, 0.1087574998382479, 0.12515449989587069, 0.141853200038895, 0.15852199983783066, 0.175634799990803]",32.94939119997434,None,32.94939119997434,None,32.94939119997434,None,32.94939119997434,None,32.94939119997434,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,68,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004332599928602576, 0.014938100008293986, 0.025933400029316545, 0.04254379984922707, 0.05866839992813766, 0.07533869985491037, 0.09201629995368421, 0.10865650000050664, 0.12534409994259477, 0.14196469984017313, 0.1586263000499457]",33.132476300001144,None,33.132476300001144,None,33.132476300001144,None,33.132476300001144,None,33.132476300001144,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,69,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004058200167492032, 0.016276600072160363, 0.027118500089272857, 0.04375790013000369, 0.05979360011406243, 0.07645330019295216, 0.09311990020796657, 0.10979610006324947, 0.12646990013308823, 0.14307670015841722, 0.15985880000516772, 0.17643730016425252, 0.1930874001700431, 0.2096993001177907]",33.29894739994779,None,33.29894739994779,None,33.29894739994779,None,33.29894739994779,None,33.29894739994779,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,70,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00442539993673563, 0.015561799984425306, 0.02724649989977479, 0.04300309997051954, 0.05974549986422062, 0.07635379978455603, 0.09302649996243417, 0.1097191998269409, 0.12640149984508753, 0.14305569999851286, 0.15967879979871213, 0.17631469992920756, 0.19300669990479946]",33.514607599936426,None,33.514607599936426,None,33.514607599936426,None,33.514607599936426,None,33.514607599936426,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,71,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004988400032743812, 0.015944599872455, 0.04224990005604923, 0.05963769997470081, 0.07623529992997646, 0.09296569996513426, 0.10962760006077588, 0.12632040004245937, 0.14302020007744431, 0.1596170999109745, 0.17630430008284748, 0.19305039988830686]",33.71565359993838,None,33.71565359993838,None,33.71565359993838,None,33.71565359993838,None,33.71565359993838,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,72,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004810400074347854, 0.016928600147366524, 0.04208520008251071, 0.05953990016132593, 0.0762445000000298, 0.09289900003932416, 0.10953550017438829, 0.1262105000205338, 0.14319640002213418, 0.15974050015211105, 0.17612180020660162, 0.19311190000735223, 0.20992160006426275]",33.91597869992256,None,33.91597869992256,None,33.91597869992256,None,33.91597869992256,None,33.91597869992256,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,73,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004835300147533417, 0.016313200118020177, 0.04080790001899004, 0.058375800028443336, 0.07498069992288947, 0.0922390001360327, 0.10829490004107356, 0.12495169998146594, 0.14163390011526644, 0.15824689995497465, 0.17492180014960468, 0.19163960008881986, 0.2086827999446541]",34.13321670005098,None,34.13321670005098,None,34.13321670005098,None,34.13321670005098,None,34.13321670005098,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,74,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004282700130715966, 0.015123500023037195, 0.026038400130346417, 0.04222920001484454, 0.058584799990057945, 0.07546750013716519, 0.09299569996073842, 0.10889980010688305, 0.1255789001006633, 0.14207669999450445, 0.15870589995756745, 0.17543449997901917, 0.19261100003495812]",34.3489155001007,None,34.3489155001007,None,34.3489155001007,None,34.3489155001007,None,34.3489155001007,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,75,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005125600146129727, 0.015144800068810582, 0.026326000224798918, 0.042387100169435143, 0.058949600206688046, 0.07572900014929473, 0.0931188000831753, 0.1090158000588417, 0.12565729999914765, 0.14229880017228425, 0.15897980006411672, 0.1757144001312554, 0.192608900135383, 0.20955330017022789]",34.5485421998892,None,34.5485421998892,None,34.5485421998892,None,34.5485421998892,None,34.5485421998892,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,76,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00449090008623898, 0.015460200142115355, 0.026207000017166138, 0.04194440017454326, 0.05871950020082295, 0.0755121000111103, 0.09197530010715127, 0.10858730017207563, 0.12526780017651618, 0.14192100008949637, 0.15860460000112653, 0.17586480011232197]",34.76549290004186,None,34.76549290004186,None,34.76549290004186,None,34.76549290004186,None,34.76549290004186,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,77,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004330699797719717, 0.014981599990278482, 0.0263219999615103, 0.042108999798074365, 0.05888339993543923, 0.07554069999605417, 0.09222309989854693, 0.10902759991586208, 0.12550729978829622, 0.14217679994180799, 0.1587988999672234, 0.175475699827075, 0.19282999983988702]",34.94850379996933,None,34.94850379996933,None,34.94850379996933,None,34.94850379996933,None,34.94850379996933,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,78,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004150899825617671, 0.014872499974444509, 0.041568699991330504, 0.058965699980035424, 0.07563609979115427, 0.09229209995828569, 0.10884050000458956, 0.12572929984889925, 0.1422381999436766, 0.15889199986122549, 0.17558809998445213, 0.19224009988829494, 0.209329399978742]",35.148209099890664,None,35.148209099890664,None,35.148209099890664,None,35.148209099890664,None,35.148209099890664,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,79,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004448800114914775, 0.015248200157657266, 0.02636380004696548, 0.0427137000951916, 0.05921670002862811, 0.07550640008412302, 0.09292250010184944, 0.10895670019090176, 0.12561099999584258, 0.14219330018386245, 0.1587695002090186, 0.17550030001439154, 0.19220220018178225, 0.20947680016979575]",35.36497909994796,None,35.36497909994796,None,35.36497909994796,None,35.36497909994796,None,35.36497909994796,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,80,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004366499837487936, 0.01510469987988472, 0.026059000054374337, 0.041430699871852994, 0.058202399872243404, 0.07531329989433289, 0.09202939993701875, 0.1087131998501718, 0.12526510003954172, 0.14189959992654622, 0.15866559999994934, 0.1758317998610437]",35.581771299941465,None,35.581771299941465,None,35.581771299941465,None,35.581771299941465,None,35.581771299941465,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,81,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0043357000686228275, 0.015073199989274144, 0.02694020001217723, 0.042664899956434965, 0.05926089989952743, 0.07679950003512204, 0.09266339987516403, 0.10931580001488328, 0.12592709995806217, 0.14263119990937412, 0.15930070006288588, 0.1759484000504017, 0.19311089999973774]",35.76457519992255,None,35.76457519992255,None,35.76457519992255,None,35.76457519992255,None,35.76457519992255,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,82,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004659099970012903, 0.015874499920755625, 0.04094569990411401, 0.058371299877762794, 0.07596819987520576, 0.09199829981662333, 0.10849559982307255, 0.12524480000138283, 0.1418855998199433, 0.15844629984349012, 0.17535099992528558, 0.1924300999380648]",35.965481699910015,None,35.965481699910015,None,35.965481699910015,None,35.965481699910015,None,35.965481699910015,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
